0.11690593;-1.7623025;2.4258738;-4.4860826;-1.4618734;-0.21448833;-2.9789782;0.2529285;-11.465309;-9.321758;4.2203956;-0.3789794;4.8738723;-8.014469;-7.63875;0.65106624;-0.7540697;-4.261235;-2.5498877;-10.037891;-7.403007;-3.049798;-7.1051826;-8.146536;-3.020853;-5.6102285;-4.512997;13.6165905;-1.4335866;-5.516527;-0.59056723;-2.189892;-2.8966968;-3.8761857;5.2282867;3.5602689;0.039893866;-3.5076954;-0.69633716;0.9579514;3.9326794;-3.7745101;-0.49605098;-2.773431;1.2053225;-1.8623145;-3.505118;-3.636815;-6.4184666;-5.636987;-9.667083;-8.017713;-3.3200488;4.458498;-1.5047642;-6.6394978;1.2983015;-1.2360888;-0.031648874;-6.6275787;0.122055195;1.5463667;-4.2147355;-4.195566;-0.64109766;-3.8452182;-3.5708358;-1.1907344;-1.5784347;-6.00615;-3.3045638;-3.4259074;0.54239637;-1.0034403;-8.830932;-5.2497025;-7.5420237;-8.860699;-9.021187;2.0854309;
5.210127;-11.110713;-5.3571005;-9.26129;-7.8772774;-7.108445;-8.647236;-5.475095;-15.283424;-12.746805;-2.9190564;-5.8756323;-0.513044;-10.351406;-5.6974945;-1.7945387;-5.7046432;-7.0809226;-5.088303;-10.868336;-8.345231;-8.971429;-8.866455;-6.9215236;-10.281984;-10.952832;-12.710504;6.434961;-6.683029;-10.678406;-5.080862;-8.432106;-8.122905;-7.9315557;-2.6237433;-3.2560477;-4.23786;-5.626416;-4.7415466;-3.6981993;-0.5295284;-6.335247;-6.6824956;-8.873047;-3.7933142;-6.269406;-7.7690973;-9.497013;-10.579956;-10.223835;-12.641238;-12.230171;-10.149836;2.7509408;-5.2368374;-7.0556526;-0.55548155;-0.44495755;-2.780853;-8.000645;-0.6912579;0.84054655;-8.29667;-6.2236814;-1.7421718;-6.083041;-0.98959655;-0.45302385;-3.154558;-7.648685;-4.9813466;-5.2927256;-1.0837262;-0.82144403;-8.644321;-6.5306163;-7.425023;-7.7286296;-10.600235;10.554162;
3.9780817;-14.358891;-4.769652;-12.333555;-9.838038;-9.186235;-10.735501;-7.266265;-17.105648;-17.79739;-4.7818494;-8.832912;-2.197907;-13.075197;-8.861597;-5.6764183;-7.369509;-10.276963;-5.9569235;-15.336069;-11.42806;-9.827467;-13.152304;-8.935711;-15.953324;-16.201313;-14.190794;7.972161;-10.403679;-12.248894;-5.6570187;-8.849435;-10.057894;-11.4495535;-0.52158785;-1.9765193;-7.4535713;-8.573886;-8.648326;-5.8583193;-2.9398603;-9.276728;-6.9387245;-11.034369;-4.0101323;-9.237131;-9.154973;-10.726103;-15.210082;-11.937488;-17.75968;-17.704174;-11.940354;3.2713666;-6.0039997;-8.88171;-2.0998323;1.2294875;-1.2519017;-10.775925;-2.493328;1.8169119;-13.359318;-7.989729;-1.1301804;-6.0193634;-2.3205981;-0.90225446;-3.9479134;-11.416878;-4.798395;-6.7055893;-2.4472046;-0.29119956;-11.841017;-11.124306;-9.474926;-11.69599;-14.789506;14.571338;
2.421697;-12.174942;-4.69705;-11.3511915;-9.283936;-6.4857793;-10.706093;-7.417112;-13.501911;-15.0338545;-4.609297;-4.140812;-1.6652296;-9.104278;-7.489995;-3.3346086;-5.8453093;-8.065697;-3.4521306;-11.840192;-9.088535;-6.7737303;-11.550901;-6.5271745;-15.614155;-14.829819;-10.044735;3.7838492;-9.891312;-9.439236;-5.4064684;-6.6499147;-9.6177845;-9.457256;-1.839803;-1.6113038;-6.2803698;-5.511382;-5.5783463;-4.558499;-1.6531601;-7.8915887;-6.2146244;-11.309261;-3.1096416;-6.1070213;-7.0380363;-7.3483286;-11.155209;-9.50898;-12.206424;-11.586434;-6.7492895;0.7952894;-7.5736456;-7.018859;-0.25526226;0.06538421;-3.6206079;-8.296133;-2.3709736;1.3292369;-12.18458;-7.4203253;1.4306132;-4.39788;0.5323679;-4.0864973;-3.14201;-11.255289;-4.168873;-4.587757;-2.2464004;-3.0252626;-9.880291;-11.957014;-7.0979753;-7.5077605;-9.867844;13.146218;
2.2165632;-9.243256;-4.3640823;-11.72263;-10.211119;-2.3516655;-8.41855;-7.7515955;-15.739288;-12.983635;-2.8802745;-4.1533346;-2.784106;-7.2943444;-7.9360476;-4.444146;-7.06044;-9.766609;-6.635376;-11.813824;-8.53558;-8.5561905;-13.213383;-11.027107;-15.346722;-12.350912;-11.225068;-1.8834654;-7.94897;-4.9095564;-5.4478207;-6.460166;-7.8124676;-7.552402;-2.2176645;-0.90119565;-6.1421957;-6.6895075;-2.8103948;-4.0053988;-2.298884;-6.717884;-5.095434;-10.898099;-4.4992666;-6.5670147;-4.2209272;-5.5650506;-6.0442715;-8.935646;-14.521154;-7.2576995;-7.0225735;-1.213156;-3.1524215;-3.2000265;2.1038709;-1.7706116;-1.730765;-6.5611477;-0.48369175;0.5760914;-9.905466;-7.1336184;6.0180116;-4.034827;-0.08427954;-3.7136927;-2.199373;-9.037163;-1.9352467;-3.6314065;-0.05350077;-4.1349053;-5.79141;-8.613216;-10.623339;-5.5311303;-7.943507;9.611267;
4.6140223;-11.26207;-6.784211;-11.498629;-9.139405;-6.2768106;-9.633718;-9.637299;-21.61776;-14.450621;-2.7956946;-1.3120596;-1.9283261;-13.967297;-6.9560843;-7.2790647;-7.973051;-7.6039104;-7.408302;-8.769782;-7.178914;-11.1355095;-12.610304;-10.582378;-11.865107;-12.70836;-15.338026;-3.5206475;-7.8033304;-3.9100842;-6.605011;-6.001808;-8.678625;-8.298448;-7.8101096;-5.6380405;-6.3329105;-8.0430765;-5.0307097;-4.5438943;-4.889781;-5.2522373;-6.2597156;-10.182507;-6.867009;-6.2092104;-6.6090136;-8.788042;-10.373504;-10.898544;-16.74703;-8.2354355;-10.940138;-1.9053183;-5.452633;1.4704187;3.227254;-2.4747348;-5.2760344;-5.731271;-4.395058;-2.5409849;-11.373017;-9.991907;0.96789324;-4.7448025;-0.38226056;0.6018106;-4.1803885;-9.661896;-3.486023;-1.1042914;-0.38951588;-3.6307435;-7.8855023;-8.775482;-9.375621;-5.52525;-5.6098175;11.973345;
1.7151222;-11.160971;-5.919467;-11.600139;-10.958817;-7.172244;-13.019101;-6.803542;-26.0393;-21.265526;-3.7398658;-4.1318183;-4.9121656;-21.55478;-7.1929827;-12.983679;-12.108781;-11.592087;-7.046756;-12.843775;-7.892485;-14.4594965;-18.543823;-15.023779;-10.550342;-12.356508;-16.912514;-1.7385592;-9.18089;-4.6541305;-0.9945947;-8.003311;-12.0389;-8.339386;-10.36938;-5.487726;-5.659096;-11.229353;-7.390408;-4.52978;-7.9641953;-3.292007;-6.9132442;-9.412321;-10.29043;-5.1580644;-7.9599066;-4.497745;-8.9855995;-11.333658;-16.680695;-11.170688;-14.172676;1.2673707;-5.2389107;2.294386;9.988766;-2.4040623;-6.7910633;-6.134506;-5.2556314;-1.7329175;-10.52659;-7.2911077;-0.66660744;-1.9217157;-1.6804813;2.3499646;-2.3379335;-10.517183;-1.986113;0.49692953;-0.5666334;0.71619093;-4.251023;-7.5010285;-7.813553;-7.1347733;-8.480769;6.5965457;
0.30787677;-8.688425;-2.1291842;-11.251579;-7.4108744;-5.07539;-12.650394;-5.7970934;-19.724224;-17.09655;-4.378934;-1.2602777;-6.482511;-13.527601;-9.473412;-10.633793;-12.588957;-15.407939;-6.0064173;-15.382944;-9.594392;-13.283098;-20.28403;-18.52141;-12.383694;-13.617129;-16.624462;-1.8239405;-6.7599745;-3.3490527;-2.4515765;-7.9844756;-9.390041;-5.4793186;-7.278416;-1.415501;-6.0158453;-9.078;-3.9443636;-1.4329336;-5.0415044;-5.8061113;-3.2215276;-8.705433;-7.0510397;-6.087878;-4.520638;-4.585348;-7.714842;-6.7724905;-14.080797;-4.1083865;-12.556679;-1.2998896;0.19690168;-3.4811838;8.778711;-3.3789392;-1.8563864;-6.8695;0.8577477;0.9198725;-3.3718638;-4.973854;1.2278128;3.4857197;-0.03498611;-3.4081187;-5.263281;-11.644363;-1.776273;-4.777799;1.1184297;1.3685238;-2.71695;-4.750557;-8.823933;-2.8783278;-13.051022;5.3074207;
-1.4520485;-10.388655;-2.8056667;-9.614259;-9.111181;-5.5800147;-11.60843;-5.5950675;-17.31784;-15.771397;-4.7531004;-1.5656198;-7.1842833;-18.408552;-9.534458;-12.846876;-12.623598;-17.865698;-7.3322744;-14.0517235;-13.044195;-13.957715;-20.316067;-16.270824;-13.923337;-13.036356;-13.604741;-2.7097282;-10.34762;-4.48213;-6.8135967;-10.09614;-12.805575;-5.515089;-10.017681;-2.7149358;-11.53062;-8.10903;-6.083439;-1.1118298;-2.893487;-8.0117235;-4.76215;-8.888063;-6.6420016;-5.8903813;-6.2335777;-6.751342;-11.052391;-8.710368;-10.365147;-4.781296;-12.2856655;2.012783;-1.7250004;-3.2153373;1.4106302;-2.0102315;-5.584802;-8.346769;2.0106194;1.6230271;-4.5999136;-3.24394;-1.5624077;9.629296;7.3912935;-3.4199936;-6.470962;-7.2703032;2.8551607;0.2597985;-1.7081314;2.1970453;-0.91050935;-3.300484;-2.1154323;-1.1763443;-9.220474;3.1916833;
-0.16505396;-12.160124;-4.2914934;-10.1476555;-14.33351;-4.326518;-12.887249;-7.644493;-18.09094;-16.299608;-5.8050985;-2.1241121;-7.8541007;-19.27179;-8.052906;-12.740326;-14.371886;-15.540666;-9.557953;-14.222471;-14.108592;-16.02474;-20.76821;-13.736063;-16.198204;-16.222942;-16.663576;-4.3576193;-12.173855;-8.680382;-8.069756;-9.579002;-14.52676;-9.117876;-10.762665;-3.0455585;-13.674482;-6.859132;-9.39846;-3.2658486;-2.998456;-10.821489;-8.021225;-13.87423;-8.283105;-10.1745405;-8.660581;-8.979351;-13.384582;-9.47006;-11.04356;-5.226261;-17.230076;2.546827;-2.877514;-4.6146917;-4.5071964;-1.2523286;-8.70854;-8.866188;-2.6879966;3.8617718;-7.0579033;-3.2353144;-4.0816107;9.646262;6.751404;-0.4213483;-8.761009;-7.283726;2.3081045;-1.5904511;-3.7136335;1.497754;-3.4571676;-3.4457645;-2.1351533;-1.1730002;-8.973264;8.479475;
-0.68300545;-11.897052;-4.442354;-11.951714;-16.976103;-3.1325736;-15.053357;-6.008586;-20.890343;-17.589176;-6.149275;-2.5034962;-7.455426;-20.93394;-7.141319;-10.2579975;-12.31155;-15.89555;-12.598207;-12.315182;-13.574112;-16.110771;-20.706844;-11.969938;-15.842682;-14.278252;-14.409218;-5.7503247;-11.494467;-7.9169893;-7.5423584;-7.740245;-12.709482;-6.0700436;-10.00843;-3.28973;-14.427914;-8.323444;-9.748034;-4.87689;-2.3062239;-9.5428;-7.8107014;-15.273788;-8.536213;-8.917633;-8.34784;-7.6795735;-9.939466;-8.843954;-12.681257;-5.319171;-17.905102;1.9579216;-2.4910588;-4.376711;-7.1062098;-0.682864;-7.8692007;-8.071371;-2.8190734;3.5872276;-9.589169;-6.685562;-4.645586;5.150202;7.0138454;-0.14432585;-9.034479;-6.0051665;1.5472653;-0.24318367;-3.724545;0.93546236;-1.3202507;-2.1439075;-4.076552;-3.7030835;-9.654302;8.342328;
-0.31024742;-10.010434;-4.369936;-13.683058;-18.550436;-5.2548532;-16.046074;-4.252988;-19.863705;-17.95434;-6.823406;-1.27391;-7.755223;-24.013706;-9.449783;-8.610859;-12.246705;-18.099274;-13.779833;-14.757024;-14.135397;-15.728724;-22.87741;-12.585905;-14.15282;-10.105596;-10.14842;-5.7730994;-12.4080925;-9.242474;-7.024585;-9.187915;-12.971224;-4.50101;-8.992981;-4.3292503;-15.990934;-9.063946;-9.68466;-3.393622;-1.3704569;-10.754858;-9.126566;-16.67229;-8.2294235;-9.291469;-8.579884;-5.0335054;-7.4646273;-8.232023;-11.284092;-7.1680865;-17.2016;2.4013336;-2.724356;-5.4389906;-7.8655167;-2.4344292;-8.798824;-8.706204;-3.3429043;3.388073;-10.749785;-9.432805;-3.3879876;2.844493;9.128349;-1.8643167;-8.368974;-7.9320555;2.3145356;-1.4152806;-4.200584;2.8786454;0.095145226;-3.8880625;-3.7747762;-5.751741;-11.033763;8.604321;
3.2188392;-11.112058;-4.686947;-16.505291;-20.566042;0.042223573;-16.596628;-4.305821;-24.013786;-20.954615;-3.8106637;-1.0490863;-6.0097523;-25.630272;-10.476442;-11.472681;-11.60627;-18.109318;-17.597527;-18.118652;-15.893248;-19.24953;-22.736399;-15.380877;-9.346125;-3.6433215;-12.301623;-7.6150856;-11.723635;-7.9384236;-5.6588726;-3.2118092;-13.249196;-6.026702;-10.395176;-2.0618012;-15.8627825;-13.145407;-7.0477724;-7.455511;-4.2050905;-8.51233;-8.788308;-17.504723;-10.017238;-8.419427;-7.776288;-7.5555553;-7.3612676;-6.4401565;-12.930267;-8.696138;-16.8956;1.0481323;-1.1274079;-3.7506497;-8.906269;0.9902212;-7.8289175;-10.5738735;-4.7668443;7.9903526;-9.1652155;-12.200718;-0.7643165;-5.0688486;1.8467474;-0.88173735;-7.419653;-11.604607;-1.5325893;-2.9327474;-2.1176834;1.1232467;-3.6666827;-3.380986;-7.950081;-4.457648;-11.163022;8.755686;
2.897934;-10.301035;-2.109967;-14.548431;-20.224598;-0.9036851;-11.462757;-2.6955256;-21.595737;-20.30613;-2.404918;0.7033072;-5.7425427;-24.523378;-9.76816;-9.907293;-12.745577;-18.250849;-19.052893;-13.517406;-13.776687;-19.264454;-19.291157;-16.465288;-6.2940702;0.40967798;-13.578653;-10.666004;-9.620888;-1.7612678;-4.3120966;-1.1232557;-11.265281;-7.5086336;-9.535643;-0.86010027;-10.753608;-12.503212;-5.509041;-7.659922;-2.6567461;-5.3105617;-7.9027715;-18.77607;-6.5293355;-3.8875597;-2.4955065;-5.94471;-4.1142187;-4.576098;-10.545454;-7.8006353;-14.940933;-0.34318376;-1.8524575;-1.1700466;-6.103284;0.8651768;-7.4979734;-7.5492783;-8.0028305;10.337168;-5.9328494;-12.6672;-0.8535352;-6.2240524;-1.505748;2.4376411;-6.9802847;-13.30624;0.8277938;-0.8429494;-2.0099466;0.73836446;-0.8292084;-0.98562765;-9.459207;-5.2749186;-8.6641445;5.714527;
